artist,artist_id,album_name,album_id,track_name,track_id,duration_ms,explicit
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Wake Me Up (feat. Justice),5673WA8EEUSPx1ir26lhGW,308575,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Cry For Me,3AWDeHLc88XogCaCnZQLVI,224136,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,I Can't Fucking Sing,64JIAZ0bS7WoARYfWQGCoz,12288,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,São Paulo (feat. Anitta),7DY756WOLyOz2Xnhw4EFiC,301623,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Until We're Skin & Bones,6jDGDtQPC46pFqxph3qdbD,22033,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Baptized In Fear,5rzI6Jnlhx8DgVgsOLorfW,232176,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Open Hearts,0sTBOp1hdayTjw6UOyPyi6,234923,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Opening Night,4Msr8L0gHGDsLSBlk7pSPU,96024,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",2gyHr9WqZeMtzJOpWGuGo6,291192,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Enjoy The Show (feat. Future),637oNhilCI9UlkWkUW4Grt,301428,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Given Up On Me,0FolPJnYMo71Z7qasTuoJT,354781,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,I Can't Wait To Get There,0bcZ7xN9IcjSNxLerzR2yl,188921,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Timeless (feat Playboi Carti),0FIDCNYYjNvPVimz5icugS,256000,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Niagara Falls,2v0AG62ZHtD3I4YmTb3WYM,277274,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Take Me Back To LA,7rVmzyFA7f4rNGl9onF21E,253734,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Big Sleep (feat. Giorgio Moroder),4sWQbsLLH2NEbO79DSZCL9,225312,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Give Me Mercy,0K3w6WNawZlv6Izmsrye8o,216431,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Drive,6i5fDaCzwxRrZtuvvcqoIf,188645,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,The Abyss (feat. Lana Del Rey),5ZDKPFRZC6QlJpf8bCIXTs,282873,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Red Terror,717s9KFmHhyy5t3xkStS56,231860,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Without a Warning,6n6GfXu4i22rdsmRKe2eIn,297525,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hurry Up Tomorrow,3OxfaVgvTxUTy7276t7SPU,Hurry Up Tomorrow,4TDPlp7OSOjuDU3l7PCM04,291486,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Starboy (feat. Daft Punk),76yLBykniz0SSNv0jj17M2,230461,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Party Monster,6fSvz9yrQY407xmr7cdjuA,249207,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,False Alarm,4k47x4UkxG215nFLMFna8A,220308,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Reminder,4zHa39io9pjsiAE6LwM2NH,218879,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Rockin’,3mynPhglTz2Ggh8SxA34kR,232881,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Secrets,36K5mnqwfxGS0rvxz7FPyq,265607,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,True Colors,2QRvliBEcGIEgTrjVfxmXo,206034,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Stargirl Interlude (feat. Lana Del Rey),3CktmDvZGj21m3pNFj5Lr3,111611,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Sidewalks (feat. Kendrick Lamar),3r5lHFACTti0w2REN5tcrn,231357,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Six Feet Under,4QYEtbfsqusrXN5A49LG53,237576,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Love To Lay,5ejT19NfiINj4cFmjRHwAC,223301,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,A Lonely Night,5HFQB9ENLGBHTci7xPmLk6,220170,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Attention,2DsrtZoRxeHdCSGRlQVQtj,197649,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Ordinary Life,09mBPwUMt1TXNtneqvmZZ5,221913,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Nothing Without You,3iPmwJh56xbDF7Xduimf0d,198654,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,All I Know (feat. Future),3Xz0rSC29WbaobyJQfeYsp,321031,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Die For You,0awWj9Wzj375IL5etqa1Dk,260255,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,I Feel It Coming (feat. Daft Punk),0yi180gAOIJhcRo7wY4Htl,269176,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Die For You (with Ariana Grande) - Remix,4W4fNrZYkobj539TOWsLO2,232857,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Starboy (feat. Daft Punk) - Kygo Remix,3DCc4HPrVukBeaDGe3Cosk,244720,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),35dut3ICqF3NEDkjxfzJJ1,Reminder (feat. A$AP Rocky & Young Thug) - Remix,2rlEZYWZFE84YTbrwypBr0,221968,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Live At SoFi Stadium,1OARrXe5sB0gyy3MhQ8h92,Intro - Live,7HX1VOiPj1oMlgZ3OQ92B6,95813,False
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Live At SoFi Stadium,1OARrXe5sB0gyy3MhQ8h92,Alone Again - Live,2evYKtXNAdn60ANNEdjH7V,167253,True
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Live At SoFi Stadium,1OARrXe5sB0gyy3MhQ8h92,Gasoline - Live,2h3ZotklPN6aD7OuHz7bFZ,195635,False
